ID_Accidente,Fecha,Hora,Ubicacion,Operador,Número_Vuelo,Ruta,Tipo_Aeronave,Matricula,Número_Construccion,Total_Pasajeros,Pasajeros_A Bordo,Tripulacion_A Bordo,Total_Fallecidos,Fallecidos_Pasajeros,Fallecidos_Tripulacion,Fallecidos_En_Tierra,Resumen,Año
2794,1975-02-27,0633,"Near Sao Paulo, Brazil",VASP,?,Sao Paulo - Bauru,Embraer 110C Bandeirante,PP-SBE,110021,15.0,13.0,2.0,15.0,13.0,2.0,0.0,"The plane crashed into houses after taking off and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses.",1975
4970,2018-04-17,1004,"NW of Philadelphia, Pennsylvania",Southwest Airlines,1380,New York - Dallas,Boeing 737-7H4,N722SW,27880/601,149.0,144.0,5.0,1.0,1.0,0.0,0.0,"While climbing to FL320, the No. 1 engine suffered an uncontained catastrophic failure. Shrapnel struck and broke a window which resulted in explosive decompression. A woman passenger sitting in the window seat was partially sucked out of the window. Passengers were able to pull her back in the cabin but she was reported in cardiac arrest and soon after died. The crew declared an emergency and landed safely at Philadelphia airport. The accident was caused by a low cycle fatigue crack in the dovetail of fan blade No.13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.",2018
4336,2001-07-05,1140,"Off Chinhae, South Korea",Private  - Daewoo Shipbuilding,?,Jinhae - Ockpo,Sikorsky S-76B helicopter,HL9240,760341,12.0,9.0,3.0,8.0,7.0,1.0,0.0,"After several delays in taking off, the helicopter crashed into the sea, just off shore, after striking a electric transmission tower. The accident took place in heavy monsoon rains, poor visibility and high winds. The pilot stated he lost control of the helicopter when it was hit by a sudden gust of wind.",2001
2672,1973-02-28,?,"Near Nabire, Indonesia",Merpati Nusantara Airlines,?,?,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13.0,10.0,3.0,13.0,10.0,3.0,0.0,Crashed while en route 45 km east of Nabire.,1973
1397,1953-05-24,0418,"St. Louis, Missouri",Meteor Air,?,Teterboro - Saint Louis,Douglas DC-3,N53596,20433,7.0,2.0,5.0,6.0,1.0,5.0,,Mismanagement of fuel resulting in loss of power and control while circling the field preparatory to an approach for landing.,1953
2266,1967-03-05,2007,"Near Marseille, Ohio",Lake Central Airlines,527,Colombus - Toledo,Convair CV-580,N73130,023,38.0,35.0,3.0,38.0,35.0,3.0,0.0,The aircraft crashed following the separation in flight of all four blades of the right propeller. No. 2 blade penetrated and destroyed the structural integrity of the fuselage. Malfunction of the hydraulic pitch control mechanism. Uncontrollable overspeeding. Propeller separation in flight. Omission of the torque piston nitriding process during manufacture and failure of quality control to detect the omission.,1967
3187,1982-06-12,?,"Tabatinga, Brazil",TABA,?,Eirunepe - Tabatinga,Fairchild-Hiller FH-227B-LCD,PT-LBV,536,44.0,40.0,4.0,44.0,40.0,4.0,0.0,The plane crashed into the tower during an approach in adverse weather conditions.,1982
4434,2003-02-20,0852,"Near Kohat, Pakistan",Military - Pakistan Air Force,-,Islamabad - Kohat,Fokker F-27 Friendship 200,10254,10254,17.0,9.0,8.0,17.0,9.0,8.0,0.0,"The plane crashed into a mountainside in a remote region near the town of Kohat, about 250 kilometers northwest of Islamabad. Among those killed was Air Force chief Mushaf Ali Mir.  Pilot error. Pilot's premature descent below minima which resulted in the aircraft hitting a cloud covered ridge at 3,000 feet above sea level.",2003
3705,1991-06-01,1016,"Off Matthewtown, Great Inagua",Agape Flight Inc.,90,"Grada Zuma, Bahamas - Cape Hatien",GAF Nomad N24A,N8071L,44,3.0,2.0,1.0,2.0,2.0,0.0,0.0,"The aircraft ditched 1.25 miles off Grada Zuma, following a reported engine failure.",1991
3279,1984-06-04,2341,"Windsor Locks, Connecticut",Air Continental,?,Syracuse-Windsor Locks,Learjet 23A,N101PP,23-085,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"According to witnesses, the aircraft made a normal approach to Rwy 33 with no apparent abnormalities. However, when it was about 200 ft over the approach lights, they heard an increase in the engine thrust & the aircraft's descent stopped. Two witnesses thought the aircrew initiated a go-around. Immediately thereafter, the aircraft began an apparent level turn to the right. As it turned thru about 90 deg of turn, the bank angle had increased to nearly 90 deg, the aircraft's nose dropped & the plane crashed in a nose low attitude & burned. Malfunction of spoiler system for reasons undetermined.",1984
2005,1962-11-30,2145,"New York, New York",Eastern Air Lines,512,Charlotte - New York City,Douglas DC-7B,N815D,45084/711,51.0,45.0,6.0,25.0,21.0,4.0,0.0,"The aircraft was 1,000 ft past the ILS touchdown point and at an altitude of 25 ft. when a loss of visual reference caused the crew to abandon their approach. The landing gear was retracted, 20 degrees flaps selected and climb power applied.  At 3,500 ft. from the threshold, in a 6 degree left bank and speed of 135 knots the No. 1 and 2 propellers struck the ground. The aircraft hit a mound of earth and broke up. Crew failed to follow approved procedures. Technique employed by the crew during abandonment of the approach under fog conditions that were not adequately reported.",1962
4835,2012-04-20,1840,"Islamabad, Pakistan",Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC,23167/1074,127.0,121.0,6.0,127.0,121.0,6.0,0.0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck",2012
1786,1959-09-24,1720,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,3,Shemya - Cold Bay - Adak - Anchorage,Douglas C-54B,N63396,10486,16.0,11.0,5.0,16.0,11.0,5.0,0.0,Crashed into a mountain while on approach to Adak. Improper approach. Crew error. Pilot did not fly in accordance with visual flight rules over hazardous terrain.,1959
2119,1964-10-02,?,"Addis Ababa, Ethiopia",Interocean,?,"Dublin, Ireland - Addis Ababa",Lockheed L-749A-79 Constellation,LX-IOK,2562,7.0,0.0,7.0,1.0,0.0,1.0,0.0,The cargo plane left the runway and crashed while landing.,1964
4226,1999-08-31,2055,"Buenos Aires, Argentina","LAPA, Lineas Aereas Privadas Argentinas",3142,Buenos Aires - Cordoba,Boeing B-737-204C,LV-WRZ,20389/251,103.0,98.0,5.0,63.0,60.0,3.0,2.0,"While attempting to take off from Jorge Newberry airport, the crew aborted takeoff, overran the runway, skidded across a service road and crashed into several cars and into a golf course, bursting into flames.  The crew forgot to extend the wing flaps to initiate take-off, and ignored the alarm that advised them of the error in configuration for take-off. The pilots did not maintain a sterile cockpit, sharing a cigarette and socializing with a flight attendant.",1999
3036,1979-08-03,?,"Leningrad, USSR",Aeroflot,?,Smolensk -	Leningrad (,LET 410M turbojet,CCCP-67206,760509,14.0,12.0,2.0,14.0,12.0,2.0,0.0,Crashed due to engine failure on approach.,1979
230,1930-09-25,?,"Edmonton, Alberta, Canada",Western Canada Airways,?,Calgary - Moosejaw,Boeing 40,CF-AIN,1165,3.0,2.0,1.0,3.0,2.0,1.0,0.0,The air mail plane crashed in fog  while attempting to land in fog.,1930
2016,1963-01-15,1612,"Sao Paulo, Brazil",Cruzeiro,403,Rio de Janeiro - São Paulo,Convair CV-240-0,PP-CEV,006,45.0,40.0,5.0,6.0,5.0,1.0,7.0,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain. Control was lost while attempting a go around manoeuvre due top the failure of the left engine.,1963
4686,2008-07-07,0350,"Near Bogota, Colombia",Centurian Air Cargo,164,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,N714CK,22446/519,8.0,0.0,8.0,0.0,0.0,0.0,3.0,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside. Double engine failure.",2008
333,1934-02-26,?,"Rio de Oro, Morocco",Air France,?,?,Latécoère 28,F-AJPA,925,6.0,,,1.0,,,0.0,?,1934
3872,1994-02-25,1946,"East Midlands, England",British World Airways,4272,Edinburgh - Coventry,Vickers 813 Viscount,G-OHOT,349,2.0,0.0,2.0,1.0,0.0,1.0,0.0,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services.",1994
